SITE NAME,CHRONOLOGY,SITE TYPE,SITE TYPE,SITE EASTING,SITE NORTHING,COUNCIL,URL,LATITUDE,LONGITUDE
Craighead,Neolithic / Bronze Age,Stone Circle,,391170,797720,ABERDEENSHIRE,http://canmore.org.uk/site/37208,56.664119,-2.8434411
"Islay, Cultoon",Neolithic / Bronze Age,Stone Circle,,119560,656970,ARGYLL AND BUTE,http://canmore.org.uk/site/37233,56.900053,-2.7568141
"Islay, Ardilistry",Neolithic / Bronze Age,Stone Circle,,144260,649190,ARGYLL AND BUTE,http://canmore.org.uk/site/38005,56.821511,-2.8174857
"Arran, Auchengallon",Neolithic / Bronze Age,Stone Circle,"Cairn (Neol/bronze Age), ",189287,634646,NORTH AYRSHIRE,http://canmore.org.uk/site/39228,57.061836,-2.7436153
Temple Wood,Neolithic / Bronze Age,Stone Circle(S),(S) (Neol/bronze Age),182630,697820,ARGYLL AND BUTE,http://canmore.org.uk/site/39504,56.751025,-2.5274972
Kilmartin,Neolithic / Bronze Age,Stone Circle(S),"Cairn(S) (Period Unassigned), Cremation (Period Unassigned), Inhumation(S) (Period Unassigned), (S) (Neol/bronze Age)",,,ARGYLL AND BUTE,http://canmore.org.uk/site/39510,56.748521,-2.5248459
"Arran, Glen Shurig",Neolithic / Bronze Age,Stone Circle,,199000,636000,NORTH AYRSHIRE,http://canmore.org.uk/site/39685,56.742856,-2.6233497
"Arran, Machrie Moor",Neolithic / Bronze Age,Stone Circle(S),(S) (Neol/bronze Age),190876,632351,NORTH AYRSHIRE,http://canmore.org.uk/site/39699,57.086591,-2.581093
"Arran, Machrie Moor 3",Neolithic / Bronze Age,Stone Circle,,191006,632457,NORTH AYRSHIRE,http://canmore.org.uk/site/39700,57.053402,-2.6445361
"Arran, Machrie Moor 4",Neolithic / Bronze Age,Stone Circle,,191001,632355,NORTH AYRSHIRE,http://canmore.org.uk/site/39701,57.036969,-2.4077976
"Arran, Machrie Moor 2",Neolithic / Bronze Age,Stone Circle,"Cist (Neol/bronze Age), Inhumation (Prehistoric), , Flake(S) (Flint), Food Vessel, Millstone(S)",191130,632420,NORTH AYRSHIRE,http://canmore.org.uk/site/39702,57.064403,-2.1773763
"Arran, Machrie Moor 1",Neolithic / Bronze Age,Stone Circle,"Plough Marks, , Timber Circle(S) (Neolithic), Flake(S) (Pitchstone), Unidentified Pottery",191196,632399,NORTH AYRSHIRE,http://canmore.org.uk/site/39703,57.055676,-2.1607171
"Arran, Machrie Moor 11",Neolithic / Bronze Age,Stone Circle,"Plough Marks, , Timber Circle (Neolithic)",191213,632426,NORTH AYRSHIRE,http://canmore.org.uk/site/39704,57.070425,-2.1472574
"Arran, Machrie Moor",Neolithic / Bronze Age,Stone Circle(S),(S) (Neol/bronze Age),190878,632353,NORTH AYRSHIRE,http://canmore.org.uk/site/39705,55.668653,-6.0684824
"Arran, Ballymichael",Neolithic / Bronze Age,Stone Circle,"Cist(S) (Prehistoric), Standing Stone (Prehistoric), , Cinerary Urn (Prehistoric), Unidentified Flint(S) (Flint)",192720,631190,NORTH AYRSHIRE,http://canmore.org.uk/site/39712,,
"Arran, Machrie Moor",Neolithic / Bronze Age,Stone Circle,"Standing Stone (Prehistoric), ",191040,632240,NORTH AYRSHIRE,http://canmore.org.uk/site/39718,55.539922,-5.3159413
Stillaig,Neolithic / Bronze Age,Stone Circle,,194300,668600,ARGYLL AND BUTE,http://canmore.org.uk/site/39829,55.540929,-5.3139649
"Arran, Kildonan",Prehistoric,Stone Circle,"Standing Stone (Prehistoric),  (Prehistoric)",203368,620869,NORTH AYRSHIRE,http://canmore.org.uk/site/40133,55.530294,-5.2859006
"Arran, Glensheraig",Neolithic / Bronze Age,Stone Circle,,200170,637230,NORTH AYRSHIRE,http://canmore.org.uk/site/40153,55.538997,-5.3132632
"Arran, Blairmore Glen",Neolithic / Bronze Age,Stone Circle,,201882,633419,NORTH AYRSHIRE,http://canmore.org.uk/site/40164,55.866547,-5.2890019
"Arran, Mid Sannox",Neolithic / Bronze Age,Stone Circle,"Standing Stone (Prehistoric), ",201433,645782,NORTH AYRSHIRE,http://canmore.org.uk/site/40216,55.58759,-5.1724294
"Bute, St Colmac Cottages",Neolithic / Bronze Age,Stone Circle(S),(S) (Neol/bronze Age),204434,666794,ARGYLL AND BUTE,http://canmore.org.uk/site/40338,55.854562,-5.1260191
Loudoun House,Neolithic / Bronze Age,Stone Circle,,251400,637100,EAST AYRSHIRE,http://canmore.org.uk/site/43684,55.604755,-4.3603564
Wildshaw Burn,Prehistoric,Stone Circle, (Prehistoric),288186,627151,SOUTH LANARKSHIRE,http://canmore.org.uk/site/46425,55.52525,-3.7727711
"Tullibody, Haer Stane",Neolithic / Bronze Age,Stone Circle,"Cross (Period Unassigned), Socketed Stone (Period Unassigned), , War Memorial (20th Century)",285650,694750,CLACKMANNAN,http://canmore.org.uk/site/47212,56.131725,-3.8413907
Cuninghar,Neolithic / Bronze Age,Stone Circle,"Cist(S) (Bronze Age), Cup And Ring Marked Stone (Prehistoric), , Food Vessel Urn(S) (Bronze Age)",292540,697090,CLACKMANNAN,http://canmore.org.uk/site/48255,56.154342,-3.7315395
Mary Wood,Neolithic / Bronze Age,Stone Circle,,290600,692600,CLACKMANNAN,http://canmore.org.uk/site/48324,56.113579,-3.7609097
Stobo Mill,Neolithic / Bronze Age,Stone Circle,,317550,637000,"SCOTTISH BORDERS, THE",http://canmore.org.uk/site/49829,55.619571,-3.3107288
Harestanes,Neolithic / Bronze Age,Stone Circle,,312400,644320,"SCOTTISH BORDERS, THE",http://canmore.org.uk/site/50110,55.684422,-3.394812
Marchwell,Neolithic / Bronze Age,Stone Circle,", Food Vessel",322640,662120,MIDLOTHIAN,http://canmore.org.uk/site/51863,55.779102,-2.8465388
Burgh Hill,Neolithic / Bronze Age,Stone Circle,,347010,606240,"SCOTTISH BORDERS, THE",http://canmore.org.uk/site/54016,55.970035,-2.9099849
Kirktonhill,Neolithic / Bronze Age,Stone Circle,,347000,654300,"SCOTTISH BORDERS, THE",http://canmore.org.uk/site/54589,55.43724,-2.3966676
Longniddry Dean,Neolithic / Bronze Age,Stone Circle,,343300,675600,EAST LOTHIAN,http://canmore.org.uk/site/54926,54.794354,-4.9879554
Borrowston Rig,Neolithic / Bronze Age,Stone Circle,,355760,652310,"SCOTTISH BORDERS, THE",http://canmore.org.uk/site/56020,54.778491,-4.9822743
"Harelaw, Fairnington",Neolithic / Bronze Age,Stone Circle,,366000,628000,"SCOTTISH BORDERS, THE",http://canmore.org.uk/site/56957,54.885362,-4.7983571
Harestanes Cottages,Neolithic / Bronze Age,Stone Circle,,364200,624400,"SCOTTISH BORDERS, THE",http://canmore.org.uk/site/57102,54.841971,-4.7299273
Yadlee,Neolithic / Bronze Age,Stone Circle,,365400,667320,"SCOTTISH BORDERS, THE",http://canmore.org.uk/site/57472,55.007669,-4.5035947
'the Nine Stones',Neolithic / Bronze Age,Stone Circle,,362540,665490,EAST LOTHIAN,http://canmore.org.uk/site/57484,54.890917,-4.4587602
Spartleton Edge,Neolithic / Bronze Age,Stone Circle,,364600,667500,EAST LOTHIAN,http://canmore.org.uk/site/57488,54.88704,-4.2940178
Penshiel Hill,Neolithic / Bronze Age,Stone Circle,,363230,664290,EAST LOTHIAN,http://canmore.org.uk/site/57547,55.220932,-4.2765636
Chapel Stone,Neolithic / Bronze Age,Stone Circle,,364010,663170,EAST LOTHIAN,http://canmore.org.uk/site/57557,54.780082,-4.0368084
Penshiel Grange,Neolithic / Bronze Age,Stone Circle,,364020,663090,EAST LOTHIAN,http://canmore.org.uk/site/57558,54.772364,-4.0199401
Five Stanes,Neolithic / Bronze Age,Stone Circle,,375260,616860,"SCOTTISH BORDERS, THE",http://canmore.org.uk/site/57951,54.948441,-3.9146157
Oxnam Parish,Neolithic / Bronze Age,Stone Circle(S),,375000,616000,"SCOTTISH BORDERS, THE",http://canmore.org.uk/site/57973,55.254284,-3.7475621
Plenderleith,Neolithic / Bronze Age,Stone Circle,,374000,611800,"SCOTTISH BORDERS, THE",http://canmore.org.uk/site/58144,54.896236,-3.6699533
Five Stone Field,Neolithic / Bronze Age,Stone Circle,,377370,629220,"SCOTTISH BORDERS, THE",http://canmore.org.uk/site/58189,55.097804,-3.6517054
Edinken Bridge,Neolithic / Bronze Age,Stone Circle,", Cinerary Urn",373700,673200,EAST LOTHIAN,http://canmore.org.uk/site/58919,55.047627,-3.6929979
Kirkmadrine,Neolithic / Bronze Age,Stone Circle,,208010,548480,DUMFRIES AND GALLOWAY,http://canmore.org.uk/site/60467,55.14838,-3.6333946
Clachanmore,Neolithic / Bronze Age,Stone Circle,,208300,546700,DUMFRIES AND GALLOWAY,http://canmore.org.uk/site/60468,55.149464,-3.6987214
Standing Stones Of Balmennoch,Neolithic / Bronze Age,Stone Circle,,206000,557000,DUMFRIES AND GALLOWAY,http://canmore.org.uk/site/60544,55.105701,-3.5849396
Standing Stones Of Glenterrow,Neolithic / Bronze Age,Stone Circle,,214530,562510,DUMFRIES AND GALLOWAY,http://canmore.org.uk/site/61765,55.130204,-3.6483375
Claywarnies,Neolithic / Bronze Age,Stone Circle,,210000,571000,DUMFRIES AND GALLOWAY,http://canmore.org.uk/site/61917,55.249928,-3.3550104
Glenjorrie,Neolithic / Bronze Age,Stone Circle,,220600,558100,DUMFRIES AND GALLOWAY,http://canmore.org.uk/site/62181,54.999221,-3.2255441
"Steeps Park, High Gillespie",Neolithic / Bronze Age,Stone Circle,,224800,553100,DUMFRIES AND GALLOWAY,http://canmore.org.uk/site/62274,55.258217,-3.1705665
Torhousekie,Neolithic / Bronze Age,Stone Circle,,238255,556493,DUMFRIES AND GALLOWAY,http://canmore.org.uk/site/62843,55.253879,-3.1759297
Drumfern,Neolithic / Bronze Age,Stone Circle,,239990,570990,DUMFRIES AND GALLOWAY,http://canmore.org.uk/site/63017,55.208124,-3.1172371
Glenturk,Neolithic / Bronze Age,Stone Circle,"Standing Stone (Prehistoric), ",242400,557900,DUMFRIES AND GALLOWAY,http://canmore.org.uk/site/63369,60.332708,-1.6939472
Glenquicken Moor,Neolithic / Bronze Age,Stone Circle,,250790,558300,DUMFRIES AND GALLOWAY,http://canmore.org.uk/site/63666,57.994914,-4.1737864
Glenquicken Moor,Neolithic / Bronze Age,Stone Circle,,250740,558330,DUMFRIES AND GALLOWAY,http://canmore.org.uk/site/63669,58.18569,-6.4546943
Glenquicken,Neolithic / Bronze Age,Stone Circle,,250960,558210,DUMFRIES AND GALLOWAY,http://canmore.org.uk/site/63688,57.211146,-5.9434803
Claughreid,Neolithic / Bronze Age,Stone Circle,"Cup And Ring Marked Rock (Prehistoric), ",251780,556000,DUMFRIES AND GALLOWAY,http://canmore.org.uk/site/63690,57.685199,-7.19506
Cauldside Burn,Neolithic / Bronze Age,Stone Circle,,252950,557110,DUMFRIES AND GALLOWAY,http://canmore.org.uk/site/63691,55.992619,-5.663852
Holm Of Daltallochan,Neolithic / Bronze Age,Stone Circle,,255280,594220,DUMFRIES AND GALLOWAY,http://canmore.org.uk/site/63878,55.902851,-2.9306426
Shore Plantation,Neolithic / Bronze Age,Stone Circle,,267500,546360,DUMFRIES AND GALLOWAY,http://canmore.org.uk/site/63911,58.550596,-3.7303268
Drummore,Neolithic / Bronze Age,Stone Circle,,268840,545970,DUMFRIES AND GALLOWAY,http://canmore.org.uk/site/63926,55.010032,-3.1586335
Little Balmae,Neolithic / Bronze Age,Stone Circle,,269100,544700,DUMFRIES AND GALLOWAY,http://canmore.org.uk/site/63986,55.064231,-3.1288825
Loch Mannoch,Neolithic / Bronze Age,Stone Circle,,266300,561500,DUMFRIES AND GALLOWAY,http://canmore.org.uk/site/64176,56.147766,-3.326241
Loch Mannoch,Neolithic / Bronze Age,Stone Circle,,266280,561430,DUMFRIES AND GALLOWAY,http://canmore.org.uk/site/64182,57.732682,-5.7138999
Stroan Loch,Neolithic / Bronze Age,Stone Circle,,264000,570900,DUMFRIES AND GALLOWAY,http://canmore.org.uk/site/64233,56.540786,-6.7544651
"Wallace's Putting Stone, Raeberry Hill",Neolithic / Bronze Age,Stone Circle,,270160,543810,DUMFRIES AND GALLOWAY,http://canmore.org.uk/site/64464,57.256874,-2.7264898
Bombie,Neolithic / Bronze Age,Stone Circle,,270790,550180,DUMFRIES AND GALLOWAY,http://canmore.org.uk/site/64541,55.623099,-3.7483766
Queen Mary's Bridge,Neolithic / Bronze Age,Stone Circle,,270300,554760,DUMFRIES AND GALLOWAY,http://canmore.org.uk/site/64545,57.164393,-6.058817
Ernespie,Neolithic / Bronze Age,Stone Circle,"Standing Stone(S) (Prehistoric), ",277470,563210,DUMFRIES AND GALLOWAY,http://canmore.org.uk/site/64626,55.567517,-5.565415
Gaisters,Neolithic / Bronze Age,Stone Circle,,276100,580100,DUMFRIES AND GALLOWAY,http://canmore.org.uk/site/64784,56.339932,-4.4622117
Kirkgunzeon,Neolithic / Bronze Age,Stone Circle,,286570,566680,DUMFRIES AND GALLOWAY,http://canmore.org.uk/site/64940,57.261436,-6.1544684
Morton Old Church,Neolithic / Bronze Age,Stone Circle,"Cross (Period Unassigned), ",289020,596960,DUMFRIES AND GALLOWAY,http://canmore.org.uk/site/65157,57.577481,-2.7708263
Airdrie,Neolithic / Bronze Age,Stone Circle,,296600,558700,DUMFRIES AND GALLOWAY,http://canmore.org.uk/site/65354,56.330288,-3.3147751
Kirkbean Parish,Neolithic / Bronze Age,Stone Circle,,297000,559000,DUMFRIES AND GALLOWAY,http://canmore.org.uk/site/65355,55.687087,-5.6121134
Mains Of Southwick,Neolithic / Bronze Age,Stone Circle,", Axehead (Jadeite), Cinerary Urn(S)",293000,557000,DUMFRIES AND GALLOWAY,http://canmore.org.uk/site/65403,58.392457,-6.490558
"Dumfries, Greystone Park",Neolithic / Bronze Age,Stone Circle,"Human Remains (Period Unassigned), , Cinerary Urn",297980,576900,DUMFRIES AND GALLOWAY,http://canmore.org.uk/site/65554,55.658116,-5.5418468
The Twelve Apostles,Neolithic / Bronze Age,Stone Circle,", Figurine (Bronze)",294700,579400,DUMFRIES AND GALLOWAY,http://canmore.org.uk/site/65647,58.20909,-6.7360815
Easthill,Neolithic / Bronze Age,Stone Circle,"Cup Marked Stone (Prehistoric), ",291930,573880,DUMFRIES AND GALLOWAY,http://canmore.org.uk/site/65729,58.214445,-6.7323644
Newlands,Neolithic / Bronze Age,Stone Circle,,296000,585000,DUMFRIES AND GALLOWAY,http://canmore.org.uk/site/65760,57.56252,-2.1303547
Temple Wood,18th Century,Stone Circle, (18th Century),291840,585220,DUMFRIES AND GALLOWAY,http://canmore.org.uk/site/65780,58.215634,-6.7318411
Burntscarth Green Farm,Neolithic / Bronze Age,Stone Circle,,298980,580180,DUMFRIES AND GALLOWAY,http://canmore.org.uk/site/65828,55.482056,-3.3005572
Foregirth Farm,Neolithic / Bronze Age,Stone Circle,"Cross Incised Stone (Early Medieval), Stone (Period Unassigned), ",295000,583000,DUMFRIES AND GALLOWAY,http://canmore.org.uk/site/65837,58.393824,-6.4925822
Kirkhill,Neolithic / Bronze Age,Stone Circle,,313960,595920,DUMFRIES AND GALLOWAY,http://canmore.org.uk/site/66901,52.032219,-3.5741252
Three Piked Stane,Neolithic / Bronze Age,Stone Circle,"Cross (Period Unassigned), ",321700,567870,DUMFRIES AND GALLOWAY,http://canmore.org.uk/site/66994,53.223376,-3.9127257
Whitcastles,Neolithic / Bronze Age,Stone Circle,,322400,588060,DUMFRIES AND GALLOWAY,http://canmore.org.uk/site/67179,53.253353,-3.9158621
Seven Brethren,Neolithic / Bronze Age,Stone Circle,,321710,582690,DUMFRIES AND GALLOWAY,http://canmore.org.uk/site/67223,53.201959,-3.2422257
"'loupin Stanes', Hartmanor",Neolithic / Bronze Age,Stone Circle,,325700,596630,DUMFRIES AND GALLOWAY,http://canmore.org.uk/site/67232,52.923616,-3.4056039
"Cote, 'girdle Stanes'",Neolithic / Bronze Age,Stone Circle,,325351,596153,DUMFRIES AND GALLOWAY,http://canmore.org.uk/site/67234,51.637753,-2.8134797
Westerkirk Mains,Neolithic / Bronze Age,Stone Circle,,329000,591000,DUMFRIES AND GALLOWAY,http://canmore.org.uk/site/67337,57.330668,-2.8486952
Ninestone Rig,Neolithic / Bronze Age,Stone Circle,,351750,597310,"SCOTTISH BORDERS, THE",http://canmore.org.uk/site/67994,58.178605,-6.829506
"Papa Stour, West Voe",Neolithic / Bronze Age,Stone Circle(S),"Burnt Mound(S) (Prehistoric), Cairn(S) (Period Unassigned), (S) (Neol/bronze Age)",417000,1161000,SHETLAND ISLANDS,http://canmore.org.uk/site/71332,55.567215,-2.1188983
Pittentrail,Neolithic / Bronze Age,Stone Circle,,271600,902700,HIGHLAND,http://canmore.org.uk/site/72867,59.022886,-3.1896024
"Lewis, Druim Dubh",Neolithic / Bronze Age,Stone Circle,,138260,930530,WESTERN ISLES,http://canmore.org.uk/site/72933,55.870664,-4.2439382
Mill Of Kelly,Neolithic / Bronze Age,Stone Circle,"Hut Circle (Prehistoric), ",389080,835310,ABERDEENSHIRE,http://canmore.org.uk/site/74977,58.381382,-6.5024182
"Skye, Kilchrist, Glebe",Neolithic / Bronze Age,Stone Circle,,161970,820270,HIGHLAND,http://canmore.org.uk/site/74991,57.567241,-7.2706897
Easter Peathaugh,Neolithic / Bronze Age,Stone Circle,,323540,757300,ANGUS,http://canmore.org.uk/site/78450,56.919924,-7.509932
Nethertown,Neolithic / Bronze Age,Stone Circle,"Pen (Period Unassigned), ",318520,829130,MORAY,http://canmore.org.uk/site/80693,56.964248,-7.4317903
"North Uist, Beinn A' Chaolcais",Neolithic / Bronze Age,Stone Circle,,90506,878026,WESTERN ISLES,http://canmore.org.uk/site/84377,55.947413,-4.4069096
Upper Cullernie,Neolithic / Bronze Age,Stone Circle,", Cinerary Urn",272550,847500,HIGHLAND,http://canmore.org.uk/site/85400,57.071571,-3.061937
Barrahormid,Neolithic / Bronze Age,Stone Circle,,171600,683800,ARGYLL AND BUTE,http://canmore.org.uk/site/88655,57.50925,-2.7343371
Ormiston Hall,Neolithic / Bronze Age,Stone Circle,"Cist (Period Unassigned), ",341910,668140,EAST LOTHIAN,http://canmore.org.uk/site/90574,57.39943,-6.4779693
Beul An Lochain,Neolithic / Bronze Age,Stone Circle,", Stone Setting (Neol/bronze Age)",299400,963800,HIGHLAND,http://canmore.org.uk/site/91652,57.132832,-2.8253284
Broathill,Neolithic / Bronze Age,Stone Circle,,326000,569000,DUMFRIES AND GALLOWAY,http://canmore.org.uk/site/95201,57.140416,-2.8195486
Branteth,Neolithic / Bronze Age,Stone Circle,,328000,575000,DUMFRIES AND GALLOWAY,http://canmore.org.uk/site/96323,54.84972,-4.1967788
"Islay, Mulreesh",Neolithic / Bronze Age,Stone Circle,,140200,668900,ARGYLL AND BUTE,http://canmore.org.uk/site/98301,55.84606,-3.2370474
"Kirkhall, Lochore",Neolithic / Bronze Age,Stone Circle,,317700,695800,FIFE,http://canmore.org.uk/site/98749,55.347316,-2.8371438
Strath,Neolithic / Bronze Age,Stone Circle,"Byre (Period Unassigned), Causeway (Period Unassigned), Clapper Bridge (Period Unassigned), Croft (Period Unassigned), Head Dyke (Post Medieval), Lazy Beds (Post Medieval), Port (Post Medieval), , Township (Period Unassigned), Well (Period Unassigned)",179000,877500,HIGHLAND,http://canmore.org.uk/site/104954,55.762106,-2.7065691
"Tiree, Druim Nan Caorach",Neolithic / Bronze Age,Stone Circle,"Enclosure (Period Unassigned), ",107850,748880,ARGYLL AND BUTE,http://canmore.org.uk/site/123127,55.544516,-2.5403775
Scotsmill,Neolithic / Bronze Age,Stone Circle,,356270,818700,ABERDEENSHIRE,http://canmore.org.uk/site/130610,55.512041,-2.5684349
Millmoor,Neolithic / Bronze Age,Stone Circle,,290000,638000,SOUTH LANARKSHIRE,http://canmore.org.uk/site/133639,55.897751,-2.5548743
An Reidhean,Neolithic / Bronze Age,Stone Circle,,154700,815480,HIGHLAND,http://canmore.org.uk/site/138366,55.881095,-2.6003528
Beinn An Tuirc,Neolithic / Bronze Age,Stone Circle,"Cairn (Period Unassigned), ",175300,636200,ARGYLL AND BUTE,http://canmore.org.uk/site/140970,55.89931,-2.5676903
Monachyle Tuarach,Modern,Stone Circle, (Modern),247900,719120,STIRLING,http://canmore.org.uk/site/149634,55.870367,-2.5891608
"Skye, River Sligachan",Neolithic / Bronze Age,Stone Circle,,149580,826620,HIGHLAND,http://canmore.org.uk/site/150648,55.860363,-2.5765479
Cloyhouse Burn,Neolithic / Bronze Age,Stone Circle,"Burnt Mound(S) (Prehistoric), ",317830,639750,"SCOTTISH BORDERS, THE",http://canmore.org.uk/site/166719,55.859645,-2.5763775
Knock Hill,Neolithic / Bronze Age,Stone Circle,"House Platform(S) (Period Unassigned), ",354000,854420,MORAY,http://canmore.org.uk/site/181046,55.44498,-2.3926353
Abernethy Den,Neolithic / Bronze Age,Stone Circle,,318800,716100,PERTH AND KINROSS,http://canmore.org.uk/site/185835,55.399449,-2.4120785
Sron Albannach,Neolithic / Bronze Age,Stone Circle,,173050,649650,ARGYLL AND BUTE,http://canmore.org.uk/site/238939,55.55614,-2.3602951
"Lewis, Shader, Ballantrushal",Neolithic / Bronze Age,Stone Circle,,137690,953660,WESTERN ISLES,http://canmore.org.uk/site/244189,55.951107,-2.4227259
Whitehillocks,Neolithic / Bronze Age,Stone Circle,,337094,766959,ANGUS,http://canmore.org.uk/site/254925,54.870038,-5.0248897
Brackley Forest,Neolithic / Bronze Age,Stone Circle,,177300,646200,ARGYLL AND BUTE,http://canmore.org.uk/site/266931,54.922726,-4.8956971
"Callanish, Breasclete Park (New Park)",Neolithic / Bronze Age,Stone Circle,,121920,934260,WESTERN ISLES,http://canmore.org.uk/site/270937,54.997213,-4.9719044
"Breasclete, Cnoc Gearraidh Nighean Choinnich",Neolithic / Bronze Age,Stone Circle,,122180,934840,WESTERN ISLES,http://canmore.org.uk/site/270940,54.876961,-4.5225286
"Coll, Caolas",Neolithic / Bronze Age,Stone Circle,,112235,753234,ARGYLL AND BUTE,http://canmore.org.uk/site/272279,54.897084,-4.3282778
"Lewis, Creagan Carrach",Neolithic / Bronze Age,Stone Circle,,138120,954100,WESTERN ISLES,http://canmore.org.uk/site/274230,54.897339,-4.3290723
"Lewis, Shader Riverside",Neolithic / Bronze Age,Stone Circle,,138030,954330,WESTERN ISLES,http://canmore.org.uk/site/274232,54.896327,-4.3255827
Auchorthie,Neolithic / Bronze Age,Stone Circle,,392300,852500,ABERDEENSHIRE,http://canmore.org.uk/site/279962,54.876728,-4.3116706
"Lewis, Breasclete, Cnoc Gearraidh Nighean Choinnich",Neolithic / Bronze Age,Stone Circle,,122220,934970,WESTERN ISLES,http://canmore.org.uk/site/283004,54.794569,-4.062427
Megget Reservoir,Neolithic / Bronze Age,Stone Circle,,317904,621685,"SCOTTISH BORDERS, THE",http://canmore.org.uk/site/283521,54.791419,-4.0414229
"Wiltshire, Amesbury, Stonehenge",Neolithic / Bronze Age,Stone Circle,"Henge (Neol/bronze Age), ",412240,142180,NOT APPLICABLE,http://canmore.org.uk/site/284716,54.930214,-4.0880951
Culblean Hill,Neolithic / Bronze Age,Stone Circle,,342500,800100,ABERDEENSHIRE,http://canmore.org.uk/site/288354,54.92958,-4.0883744
"Foula, Da Heights",Neolithic / Bronze Age,Stone Circle,"Ditch (Period Unassigned), Planticrub (Period Unassigned), Structure (Period Unassigned)",395900,1140800,SHETLAND ISLANDS,http://canmore.org.uk/site/293795,55.014004,-4.128424
"Lewis, Clach An Trushal",Neolithic / Bronze Age,Stone Circle(S),"Post Hole (Period Unassigned)",137582,953820,WESTERN ISLES,http://canmore.org.uk/site/293930,54.829735,-4.0129957
Cerrig Duon,Bronze Age,Stone Circle,,285110,220600,POWYS,http://canmore.org.uk/site/294919,54.87074,-4.0226762
Nant Tarw,Bronze Age,Stone Circle,,281920,225810,POWYS,http://canmore.org.uk/site/294920,55.099791,-3.9433201
Trecastle Mountain,Bronze Age,Stone Circle(S),,283330,231070,POWYS,http://canmore.org.uk/site/294922,54.981762,-3.7739879
Ynyshir,Bronze Age,Stone Circle,,292110,238260,POWYS,http://canmore.org.uk/site/294933,54.912265,-3.6144558
Cerrig Pryfaid,Prehistoric,Stone Circle,,272400,371300,CONWY,http://canmore.org.uk/site/294934,54.915043,-3.6083264
Druids' Circle,Bronze Age,Stone Circle,,272280,374640,CONWY,http://canmore.org.uk/site/294935,55.076034,-3.59943
Penbedw Park,Bronze Age,Stone Circle,,317120,367930,FLINTSHIRE,http://canmore.org.uk/site/294936,55.180717,-3.2201165
Moel Ty Uchaf,Bronze Age,Stone Circle,,305600,337170,DENBIGHSHIRE,http://canmore.org.uk/site/294937,55.132365,-3.2294637
Grey Hill,Bronze Age,Stone Circle,,343800,193530,MONMOUTHSHIRE,http://canmore.org.uk/site/294939,55.26757,-2.7608689
Kerry Hill,Bronze Age,Stone Circle,,315760,286070,POWYS,http://canmore.org.uk/site/294964,57.408044,-2.1833969
Rhos-y-beddau,Bronze Age,Stone Circle,,305770,330210,POWYS,http://canmore.org.uk/site/294965,56.701128,-3.2502677
Gors Fawr,Bronze Age,Stone Circle,,213460,229360,PEMBROKESHIRE,http://canmore.org.uk/site/294968,57.345364,-3.3555057
Fedw,Neolithic / Bronze Age,Stone Circle,,314320,257960,POWYS,http://canmore.org.uk/site/294975,57.49972,-4.1283985
Penmaenmawr,Neolithic / Bronze Age,Stone Circle,,272500,374760,CONWY,http://canmore.org.uk/site/294987,55.843131,-6.1516121
"Loch Erisort, Beinn Chleiteir",Neolithic / Bronze Age,Stone Circle,"Cairn (Period Unassigned)",129180,919500,WESTERN ISLES,http://canmore.org.uk/site/296383,55.644321,-3.3071064
Stonecrossfield,Neolithic / Bronze Age,Stone Circle,,349000,827000,ABERDEENSHIRE,http://canmore.org.uk/site/303055,56.789911,-3.0313395
"Isle Of Lewis, Beinn Fuathabhal",Neolithic / Bronze Age,Stone Circle,,116195,931261,WESTERN ISLES,http://canmore.org.uk/site/306031,56.582475,-6.6882287
Old Yeavering,Prehistoric,Stone Circle,"Aisled Building (Early Medieval), Amphitheatre (Early Medieval), Building (Early Medieval), Cemetery (Early Medieval), Church (Early Medieval), Cist (Prehistoric), Cremation Cemetery (Iron Age), Cremation Cemetery (Bronze Age), Field System (Iron Age), Field System (Roman), Henge (Neolithic), Palisaded Enclosure (Iron Age), Palisaded Enclosure (Roman), Pit (Neolithic), Round Barrow (Prehistoric), Royal Palace (Early Medieval), Standing Stone (Prehistoric),  (Prehistoric), Theatre (Ea",392600,630400,NORTHUMBERLAND,http://canmore.org.uk/site/306041,58.396654,-6.4837265
Stoneyhill,Neolithic / Bronze Age,Stone Circle,"Site (Period Unassigned)",331800,1015700,ORKNEY ISLANDS,http://canmore.org.uk/site/306456,58.398659,-6.4855235
"Glasgow, Sighthill Park, Stone Circle",20 th Century,Stone Circle,"Commemorative Monument (Period Unassigned),  (20th Century)",259691,666443,"GLASGOW, CITY OF",http://canmore.org.uk/site/320490,51.178725,-1.8262775
"Leith Hall, East Garden",Modern,Stone Circle,,354018,829953,ABERDEENSHIRE,http://canmore.org.uk/site/333575,57.088287,-2.9504052
Barabhas Standing Stones,Neolithic,Stone Circle,"Standing Stone (Neolithic)",136915,952475,WESTERN ISLES,http://canmore.org.uk/site/334736,60.151669,-2.0756477
Langais,Neolithic,Stone Circle," (Neolithic), Stone Setting (Neolithic)",84983,865266,WESTERN ISLES,http://canmore.org.uk/site/334762,51.872102,-3.6702093
S20 Skallary,Neolithic / Bronze Age,Stone Circle,,68944,799318,WESTERN ISLES,http://canmore.org.uk/site/335678,51.918257,-3.7183084
